UID,Name,Frei_MVA,Belegt_MVA,Breite,Länge,Bundesland,Betreiber,Kontakt,Webseite,Wind_ms,Solar_kWh
185,Pichling,31.29,1.18,48.260338984475,14.375202189373,Oberösterreich,Linz Netz GmbH,"einspeiser@linznetz.at, +43 (0) 732 3403 3698",https://www.linznetz.at/portal/de/home/strom/mein_stromanschluss/erzeugungsanlage_anschliessen/einspeisekapazitaeten,16.04,1281.6
186,UW Rainbach,2.24,11.24,48.533683225084,14.488888,Oberösterreich,Linz Netz GmbH,"einspeiser@linznetz.at, +43 (0) 732 3403 3698",https://www.linznetz.at/portal/de/home/strom/mein_stromanschluss/erzeugungsanlage_anschliessen/einspeisekapazitaeten,18.16,1281.3
187,UW Wattstrasse,32.99,2.21,48.245942128466,14.26611,Oberösterreich,Linz Netz GmbH,"einspeiser@linznetz.at, +43 (0) 732 3403 3698",https://www.linznetz.at/portal/de/home/strom/mein_stromanschluss/erzeugungsanlage_anschliessen/einspeisekapazitaeten,16.47,1275.6
188,UW Wienerstrasse,0.0,1.62,48.283051108632,14.310111,Oberösterreich,Linz Netz GmbH,"einspeiser@linznetz.at, +43 (0) 732 3403 3698",https://www.linznetz.at/portal/de/home/strom/mein_stromanschluss/erzeugungsanlage_anschliessen/einspeisekapazitaeten,16.47,1275.6
189,UW Zentrum,33.61,0.99,48.291799750709,14.286098,Oberösterreich,Linz Netz GmbH,"einspeiser@linznetz.at, +43 (0) 732 3403 3698",https://www.linznetz.at/portal/de/home/strom/mein_stromanschluss/erzeugungsanlage_anschliessen/einspeisekapazitaeten,16.47,1275.6
190,UW AIGERDING,0.0,22.56,48.44831,13.44937,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,15.5,1240.1
191,UW ANTIESENHOFEN,8.11,23.81,48.3502,13.39531,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,16.69,1250.7
192,UW BAD HALL,0.0,40.14,48.04866,14.2082,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,17.28,1283.9
193,UW EFERDING,0.03,21.76,48.30288,14.00774,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,15.92,1266.8
194,UW FELDKIRCHEN,0.0,13.39,48.34965,14.07985,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,15.92,1266.8
195,UW FRANKENMARKT,5.29,22.49,47.97959,13.38597,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,16.73,1270.7
196,UW GMUNDEN,24.02,4.56,47.92369,13.78547,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,15.11,1270.4
197,UW GRIESKIRCHEN,0.0,18.61,48.23629,13.81881,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,17.86,1269.5
198,UW GROSZRAMING,2.93,10.02,47.89225,14.51652,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,15.32,1277.7
199,UW GUNDERTSHAUSEN,10.1,7.59,48.09673,12.99158,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,16.42,1263.3
200,UW HOERSCHING,9.48,38.98,48.20758,14.16849,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,16.93,1277.5
201,UW JAHRSDORF,0.0,33.68,48.25429,13.07997,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,15.96,1244.8
202,UW KIRCHDORF,3.26,30.08,47.90696,14.11211,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,15.29,1279.2
203,UW KLAUS,0.0,5.12,47.8215,14.16324,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,10.74,1261.8
204,UW KREMSMUENSTER,8.83,19.2,48.03994,14.12343,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,16.84,1280.8
205,UW LAMBACH,0.0,24.19,48.10393,13.90067,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,16.21,1274.9
206,UW LENGAU,0.0,8.67,47.98761,13.23208,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,17.28,1274.4
207,UW MARCHTRENK,0.0,6.94,48.17256,14.09967,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,16.93,1277.5
208,UW MATTIGHOFEN,4.29,18.25,48.12056,13.1332,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,16.53,1258.1
209,UW OHLSDORF,0.0,15.68,47.97039,13.79754,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,15.11,1270.4
210,UW PARTENSTEIN,0.0,25.41,48.43376,13.98668,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,15.65,1265.0
211,UW PFANDL,34.65,1.33,47.71763,13.59642,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,9.08,1262.8
212,UW PUCHBERG,8.44,11.77,48.18348,14.00561,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,16.65,1273.5
213,UW PYHRN,21.78,4.05,47.67861,14.3298,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,8.14,1292.9
214,UW RAAB,5.39,17.31,48.35418,13.62418,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,17.77,1252.0
215,UW RANNA,0.08,22.57,48.49012,13.7514,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,17.71,1245.6
216,UW RANSHOFEN,0.0,26.11,48.22095,13.0354,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,16.15,1253.4
217,UW REGAU,13.87,4.75,47.98701,13.71635,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,15.11,1270.4
218,UW RIED,18.27,10.85,48.21125,13.51476,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,19.68,1266.5
219,UW RIEDERSBACH,20.47,3.24,48.02941,12.84163,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,15.01,1253.7
220,UW ROHRBACH,0.0,23.54,48.55598,13.9943,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,15.92,1255.0
221,UW ROSSBACH,0.0,10.38,48.19743,13.27164,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,17.5,1256.5
222,UW ROTTENBACH,20.54,17.44,48.21193,13.67165,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,18.5,1265.7
223,UW SATTLEDT,0.0,14.21,48.08358,14.05201,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,16.84,1280.8
224,UW STEEG,22.98,2.79,47.60801,13.63271,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,9.88,1294.6
225,UW STEINFELDEN,4.42,4.28,47.92386,13.99079,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,12.9,1261.7
226,UW STEINKOGL,33.02,4.89,47.78422,13.73934,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,9.99,1255.8
227,UW STEYR,61.08,10.84,48.04326,14.43885,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,17.95,1285.5
228,UW STEYR NORD,0.0,24.71,48.06808,14.42331,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,17.95,1285.5
229,UW TILLYSBURG,0.0,26.1,48.21255,14.42046,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,17.38,1284.2
230,UW TIMELKAM,21.43,30.67,48.01062,13.58914,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,16.4,1270.8
231,UW TRAUN PUCKING,2.57,37.85,48.20527,14.22358,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,17.07,1281.7
232,UW TRAUNFALL,0.0,24.52,48.01908,13.80369,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,15.6,1271.8
233,UW UNTERACH,30.24,2.62,47.80463,13.45636,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,13.57,1263.2
234,UW VOECKLABRUCK,24.55,14.57,47.99127,13.6587,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,17.06,1267.6
235,UW VORCHDORF,18.45,4.68,48.00466,13.90662,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,14.53,1273.4
236,UW WEGSCHEID,22.11,12.03,48.24694,14.2685,Oberösterreich,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,16.47,1275.6
237,UW LANGSTADL,1.27,21.73,48.21137,13.51469,Oberösterreich,Energie Ried GmbH,"office@energie-ried.at, +43 (0)7752 911",https://www.energie-ried.at/strom/strom-netzbetreiber/2023_q1_freie_netzkapazitaet_homepage.pdf/view,19.68,1266.5
238,UW Wels Mitte,35.68,1.53,48.161306499,14.029334149131,Oberösterreich,eww ag,planung.technik@eww.at; +43 7242 493-000,https://www.eww.at/,16.65,1273.5
239,UW Wels FHK,30.68,3.52,48.152124428269,14.006849083078,Oberösterreich,eww ag,planung.technik@eww.at; +43 7242 493-000,https://www.eww.at/,16.65,1273.5
240,UW Wels Nord,30.81,8.31,48.168994495278,14.00822243416,Oberösterreich,eww ag,planung.technik@eww.at; +43 7242 493-000,https://www.eww.at/,16.65,1273.5
241,UW Wels Ost,33.22,1.43,48.165385247576,14.059471730738,Oberösterreich,eww ag,planung.technik@eww.at; +43 7242 493-000,https://www.eww.at/,17.26,1280.2
242,KW Böckstein,13.0,2.0,47.086677472222,13.114762,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,11.86,1360.8
243,KW Dießbach,0.0,4.0,47.491358611111,12.817837,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,7.7,1318.6
244,KW Wald,0.0,15.0,47.243968361111,12.230219,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,6.62,1298.0
245,UW Angertal,0.0,1.0,47.151028527778,13.106604,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,9.36,1345.3
246,UW Annaberg,6.0,30.0,47.537516833333,13.422932,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,9.11,1290.4
247,UW Dienten,13.0,15.0,47.391449,13.038693,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,6.52,1342.0
248,UW Eichet,39.0,9.0,47.750859583333,13.036142,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,9.12,1274.2
249,UW Flachgau,0.0,58.0,47.891374,13.119579,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,14.98,1278.4
250,UW Flachauwinkl,9.0,12.0,47.309433,13.393086,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,7.95,1332.0
251,UW Goeming,0.0,54.0,47.953168,12.954882,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,12.85,1270.9
252,UW Golling,0.0,39.0,47.591293583333,13.179971,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,9.2,1266.4
253,UW Hagenau,53.0,29.0,47.832064472222,13.02878,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,9.96,1275.7
254,UW Hinterglemm,0.0,2.0,47.373933416667,12.592483,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,6.29,1311.9
255,UW Hof,0.0,15.0,47.823726083333,13.199438,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,14.69,1276.3
256,UW Lend,0.0,11.0,47.293911666667,13.049989,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,7.29,1345.3
257,UW Lungau,0.0,19.0,47.094304083333,13.622428,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,10.1,1364.0
258,UW Maishofen,0.0,15.0,47.348244388889,12.816824,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,7.25,1319.6
259,UW Mitte,42.0,1.0,47.809728,13.03861,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,9.96,1275.7
260,UW Mittersill,0.0,17.0,47.278145277778,12.471897,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,7.76,1329.5
261,UW Oberalm,0.0,24.0,47.706678305556,13.082389,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,7.32,1263.1
262,UW Pinzgau,0.0,5.0,47.285445166667,12.812882,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,7.25,1319.6
263,UW Pongau,8.0,8.0,47.379294194444,13.210592,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,5.93,1337.6
264,UW Reitdorf,16.0,28.0,47.364404472222,13.385313,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,7.95,1332.0
265,UW Saalfelden,0.0,19.0,47.422742111111,12.865153,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,7.7,1318.6
266,UW Strobl,13.0,2.0,47.72259775,13.5058,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,9.08,1262.8
267,UW Taxach,27.0,15.0,47.715008861111,13.060506,Salzburg,Salzburg Netz GmbH,"kundenservice@salzburgnetz.at, 0800 660 661",https://www.salzburgnetz.at/stromnetz/erzeugung/freie-einspeisekapazitaeten.html,9.12,1274.2
268,UW ARTHURWERK,0.0,2.14,47.37806,13.21046,Salzburg,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,5.93,1337.6
269,UW Hall,0.0,82.54,47.59276,14.469197,Steiermark,ENVESTA Energie- & Dienstleistungs GmbH,"office@envesta.at, +43 (0)3613 2312401",https://www.envesta.at/stromnetz/,8.83,1285.0
270,UW Rohrbach,0.0,16.57,47.371049,15.998834,Steiermark,Feistritzwerke-STEWEAG GmbH,"office@feistritzwerke.at, +43 (0)3112 2356 0",https://www.feistritzwerke.at/files/Freie_Einspeisekapazitaeten_public.pdf,11.21,1344.9
271,UW BAD AUSSEE,30.0,1.51,47.61304,13.79074,Steiermark,Netz Oberösterreich GmbH,"service@netzooe.at, +43 05 9070",https://netto.netzooe.at/netto/connectClient,11.81,1306.5
272,UW Judenburg West,0.0,16.0,47.174334,14.636964,Steiermark,Stadtwerke Judenburg AG,"evu@stadtwerke.co.at, +43 3572 83146 0",https://stadtwerke.co.at/versorgung/strom/,8.56,1313.8
273,UW Kapfenberg SWK,0.0,3.725,47.441803,15.295979,Steiermark,Stadtwerke Kapfenberg GmbH,"strom@stadtwerke-kapfenberg.at, +43 3862 23 516 2525",https://www.stadtwerke-kapfenberg.at/strom-netz.html,8.69,1282.2
274,UW Arnstein,0.0,26.93,47.018535311505,15.158988998687,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,7.67,1321.0
275,UW Bärnbach,0.64,48.09,47.055731710617,15.135019957091,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,7.84,1322.2
276,UW Baumkirchen,0.0,71.52,47.155466226038,14.747819574764,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,8.03,1324.4
277,UW Bergla,1.35,27.95,46.751429785355,15.280921332103,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,7.63,1346.4
278,UW Birkfeld,0.59,38.22,47.344377629129,15.690807399116,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,12.37,1338.7
279,UW Bodendorf,0.0,27.45,47.108303569947,14.065374850378,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,8.76,1323.7
280,UW Brodingberg,0.0,12.86,47.128693792919,15.616158536948,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,10.65,1346.1
281,UW Bruck,0.71,37.86,47.423320602973,15.274037285559,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,8.53,1281.6
282,UW Büchsengut,1.4,6.81,47.520842834574,15.208304568867,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,8.74,1274.1
283,UW Deutschfeistritz,0.0,34.17,47.20547490288,15.32264939684,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,10.65,1322.3
284,UW Deutschlandsberg,0.0,65.49,46.818083528125,15.226245550186,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,7.63,1346.4
285,UW Essling,1.35,31.96,47.713525660992,14.683546361536,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,11.66,1270.0
286,UW Feldbach,0.0,55.59,46.950923301706,15.899510190119,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,13.58,1370.9
287,UW Frohnleiten,0.77,29.68,47.280345219723,15.317444137316,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,12.73,1296.9
288,UW Fürstenfeld,0.83,29.5,47.051825680474,16.061496195149,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,14.31,1363.4
289,UW Gleisdorf,2.91,41.27,47.112727111702,15.705668857304,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,10.65,1346.1
290,UW Gosdorf,0.0,91.56,46.739109826615,15.782681551972,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,13.95,1373.5
291,UW Grambach,0.0,41.43,47.016300891384,15.491533518914,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,10.41,1347.0
292,UW Graz Nord,5.69,14.93,47.094526504742,15.416455360848,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,8.79,1328.6
293,UW Graz Ost,7.39,2.82,47.082765,15.469369,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,10.88,1339.8
294,UW Graz Süd,3.57,9.3,47.049484561596,15.441360691571,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,10.41,1347.0
295,UW Hadersdorf,0.0,38.36,47.496237778754,15.413190558944,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,8.44,1287.3
296,UW Halbenrain,0.0,42.28,46.718476698944,15.95708817158,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,14.98,1375.5
297,UW Hartberg,0.0,27.76,47.26460901211,15.97114136025,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,10.78,1352.8
298,UW Haus,8.63,21.11,47.413767344208,13.772185387677,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,6.15,1317.1
299,UW Hessenberg,0.0,59.77,47.397553180679,15.021811669854,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,9.61,1286.4
300,UW Hieflau,1.61,11.17,47.605648319947,14.742646117531,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,10.4,1272.1
301,UW Hohenbrugg,0.0,48.27,47.142463015833,15.989185752518,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,12.84,1351.8
302,UW Irdning,0.0,39.38,47.490587199711,14.10727830285,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,7.35,1320.4
303,UW Judenburg West,0.0,19.63,47.174075413195,14.637087419504,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,8.56,1313.8
304,UW Kapfenberg,0.0,23.24,47.44181427666,15.294527,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,8.69,1282.2
305,UW Knittelfeld Ost,0.0,45.62,47.22056550502,14.842376648864,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,8.03,1324.4
306,UW Leibnitz,0.0,73.67,46.800178524481,15.559517153563,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,11.2,1363.7
307,UW Leoben West,0.0,15.53,47.372793466697,15.082336816165,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,9.61,1286.4
308,UW Lieboch,0.0,47.74,46.955598115541,15.346670903238,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,7.97,1333.3
309,UW Liezen,0.0,50.82,47.566380054705,14.253747480088,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,8.25,1318.7
310,UW Merkendorf,0.0,34.35,46.862146883616,15.901534287819,Steiermark,Energienetze Steiermark GmbH,"office@e-netze.at, +43 (0)316 90555",https://www.e-netze.at/Service/FEK/Default.aspx,13.57,1374.9
